1 	 55.8986 	 3570
2 	 67.9549 	 3014
3 	 86.541 	 3610
4 	 114.015 	 4033
5 	 140.2 	 4614
6 	 164.828 	 5126
7 	 194.068 	 5155
8 	 219.43 	 5318
9 	 242.604 	 5334
10 	 266.606 	 5233
11 	 287.331 	 5057
12 	 305.601 	 4576
13 	 323.88 	 4165
14 	 338.544 	 3725
15 	 352.055 	 3257
16 	 358.928 	 2745
17 	 371.158 	 2289
18 	 376.113 	 1912
19 	 380.337 	 1552
20 	 388.136 	 1302
21 	 395.493 	 1064
22 	 394.978 	 845
23 	 401.081 	 739
24 	 403.817 	 586
25 	 408.46 	 430
26 	 418.15 	 381
27 	 414.686 	 309
28 	 423.207 	 232
29 	 428.665 	 215
30 	 438.458 	 144
31 	 437.092 	 98
32 	 445.675 	 80
33 	 440.314 	 51
34 	 452.593 	 27
35 	 463.864 	 22
36 	 445.636 	 22
37 	 436.778 	 18
38 	 458.231 	 13
39 	 431 	 8
40 	 445.667 	 6
41 	 474.333 	 3
42 	 475.667 	 6
43 	 449 	 2
47 	 491 	 1
