1 	 25.1261 	 119
2 	 42.7284 	 81
3 	 56.8718 	 78
4 	 84.6415 	 106
5 	 108.01 	 102
6 	 123.746 	 130
7 	 143.399 	 143
8 	 159.641 	 128
9 	 190.651 	 129
10 	 215.307 	 127
11 	 232.882 	 127
12 	 258.375 	 128
13 	 276.518 	 112
14 	 287.791 	 91
15 	 310.857 	 70
16 	 330.016 	 61
17 	 311.5 	 54
18 	 335.587 	 46
19 	 357.915 	 47
20 	 367.091 	 22
21 	 377.259 	 27
22 	 360.538 	 13
23 	 369.059 	 17
24 	 408 	 6
25 	 393.286 	 14
26 	 401.909 	 11
27 	 436.333 	 3
28 	 382 	 2
29 	 408.667 	 6
30 	 436.75 	 4
31 	 416.5 	 2
32 	 420 	 3
34 	 488 	 1
35 	 422.5 	 2
