1 	 0.0187786 	 119
2 	 0.0465721 	 81
3 	 0.081902 	 78
4 	 0.122338 	 106
5 	 0.172195 	 102
6 	 0.245876 	 131
7 	 0.313352 	 143
8 	 0.395933 	 128
9 	 0.545886 	 129
10 	 0.663668 	 127
11 	 0.834679 	 128
12 	 1.02003 	 128
13 	 1.19216 	 112
14 	 1.39359 	 91
15 	 1.64379 	 70
16 	 1.92713 	 61
17 	 2.14958 	 54
18 	 2.37324 	 46
19 	 2.81099 	 47
20 	 2.84121 	 22
21 	 3.40087 	 27
22 	 3.8168 	 13
23 	 3.6897 	 17
24 	 4.22323 	 6
25 	 5.06236 	 14
26 	 5.31059 	 11
27 	 5.93666 	 3
28 	 6.12635 	 2
29 	 7.1518 	 6
30 	 7.33507 	 4
31 	 8.29341 	 2
32 	 8.14826 	 3
