1 	 36.4818 	 3599
2 	 38.553 	 3020
3 	 57.1388 	 3567
4 	 84.0806 	 4093
5 	 111.474 	 4671
6 	 136.673 	 5120
7 	 165.933 	 5164
8 	 192.928 	 5327
9 	 219.749 	 5338
10 	 245.825 	 5218
11 	 269.185 	 5087
12 	 289.155 	 4544
13 	 308.893 	 4191
14 	 327.753 	 3761
15 	 342.502 	 3264
16 	 350.488 	 2711
17 	 365.133 	 2297
18 	 371.006 	 1917
19 	 378.462 	 1574
20 	 384.181 	 1288
21 	 391.776 	 1064
22 	 395.439 	 851
23 	 401.351 	 709
24 	 401.757 	 573
25 	 407.439 	 451
26 	 416.158 	 387
27 	 415.502 	 297
28 	 424.086 	 244
29 	 428.735 	 219
30 	 437.273 	 132
31 	 439.33 	 106
32 	 444.756 	 82
33 	 442.717 	 46
34 	 452.636 	 22
35 	 464.263 	 19
36 	 462.222 	 18
37 	 448.15 	 20
38 	 461.214 	 14
39 	 445.5 	 6
40 	 418.333 	 3
41 	 475 	 3
42 	 468 	 6
43 	 473 	 1
44 	 471 	 1
