1 	 0.0193205 	 3506
2 	 0.0467481 	 3056
3 	 0.0746413 	 3505
4 	 0.103518 	 4025
5 	 0.132091 	 4362
6 	 0.161593 	 5082
7 	 0.201005 	 4898
8 	 0.256764 	 5099
9 	 0.325279 	 5245
10 	 0.408165 	 5223
11 	 0.506643 	 5033
12 	 0.621864 	 4565
13 	 0.748213 	 4194
14 	 0.892072 	 3746
15 	 1.04981 	 3261
16 	 1.22514 	 2714
17 	 1.4128 	 2311
18 	 1.61893 	 1898
19 	 1.83341 	 1561
20 	 2.0837 	 1274
21 	 2.33308 	 1049
22 	 2.58441 	 846
23 	 2.87208 	 717
24 	 3.16868 	 585
25 	 3.4888 	 417
26 	 3.81851 	 372
27 	 4.19994 	 300
28 	 4.51803 	 237
29 	 4.90252 	 209
30 	 5.32175 	 129
31 	 5.72232 	 95
32 	 6.1637 	 74
33 	 6.5972 	 47
34 	 7.07692 	 29
35 	 7.58321 	 17
36 	 8.13812 	 28
37 	 8.59738 	 16
38 	 8.68748 	 12
39 	 9.62021 	 8
40 	 2.55957 	 1
