1	0.5134487046	0.0047980594	5.6960722656	3000000
2	0.5054135216	0.0004601232	11.0671933594	3000000
3	0.5048045908	0.0000966570	16.1323593750	3000000
4	0.5042915817	0.0000405143	20.9096386719	3000000
5	0.5043507294	0.0000258675	25.4145332031	3000000
6	0.5044815686	0.0000220521	29.6628613281	3000000
7	0.5045096431	0.0000203365	33.6681679687	3000000
8	0.5045403176	0.0000195304	37.4467675781	3000000
9	0.5044343046	0.0000185698	41.0109375000	3000000
10	0.5041987320	0.0000183331	44.3704101563	3000000
11	0.5045451725	0.0000182536	47.5347773438	3000000
12	0.5043329699	0.0000183306	50.5255996094	3000000
13	0.5043514941	0.0000181440	53.3431972656	3000000
14	0.5039288183	0.0000182467	55.9998339844	3000000
15	0.5045152261	0.0000184171	58.5057597656	3000000
16	0.5044748510	0.0000184278	60.8700136719	3000000
