0	0.000000	2045
1	1.000000	2038
2	2.000000	3961
3	3.000000	5943
4	3.999495	7916
5	4.999897	9683
6	5.997562	11485
7	6.992509	13350
8	7.970909	15056
9	8.936010	16909
10	9.858751	18301
11	10.765342	19522
12	11.621338	21230
13	12.369626	22144
14	13.057332	23355
15	13.661254	24201
16	14.203240	25118
17	14.634939	25919
18	14.957882	26212
19	15.285772	27200
20	15.556107	27412
21	15.734785	28015
22	15.880532	27748
23	16.079718	27974
24	16.154728	27739
25	16.292807	27759
26	16.186705	27257
27	16.314732	27023
28	16.374872	26257
29	16.324278	25768
30	16.471643	25250
31	16.458645	24217
32	16.328661	23690
33	16.463507	22703
34	16.461294	21793
35	16.397905	20902
36	16.431665	19573
37	16.436979	18621
38	16.520309	17480
39	16.526772	16715
40	16.428911	15516
