1 	 12.996 	 1772
2 	 20.4716 	 2165
3 	 28.2642 	 2948
4 	 42.3882 	 3581
5 	 57.6122 	 4144
6 	 73.5172 	 4664
7 	 90.3786 	 5053
8 	 108.775 	 5267
9 	 127.24 	 5698
10 	 144.835 	 5922
11 	 160.31 	 5956
12 	 177.391 	 5729
13 	 191.411 	 5797
14 	 204.231 	 5575
15 	 215.515 	 5163
16 	 229.211 	 4690
17 	 238.375 	 4291
18 	 247.055 	 3749
19 	 256.768 	 3300
20 	 263.95 	 2701
21 	 267.661 	 2202
22 	 273.547 	 1747
23 	 275.723 	 1361
24 	 277.331 	 1102
25 	 276.974 	 859
26 	 275.442 	 650
27 	 279.051 	 551
28 	 286.009 	 428
29 	 285.241 	 295
30 	 291.835 	 248
31 	 290.707 	 198
32 	 294.019 	 159
33 	 297.421 	 145
34 	 295.037 	 82
35 	 288.187 	 75
36 	 300.246 	 57
37 	 304.391 	 46
38 	 303.552 	 29
39 	 302.632 	 19
40 	 292.1 	 10
41 	 308.4 	 10
42 	 298.125 	 8
43 	 311.833 	 6
44 	 306.5 	 4
45 	 311.6 	 5
46 	 334.25 	 4
47 	 283 	 1
48 	 308 	 2
50 	 307 	 1
