1 	 11.0096 	 1768
2 	 20.6477 	 2163
3 	 28.3787 	 2947
4 	 38.6995 	 3528
5 	 46.5365 	 3974
6 	 53.9751 	 4579
7 	 62.6979 	 4839
8 	 72.6669 	 5134
9 	 85.1537 	 5662
10 	 95.3616 	 5923
11 	 108.335 	 5920
12 	 123.067 	 5691
13 	 134.123 	 5814
14 	 144.831 	 5607
15 	 155.744 	 5196
16 	 170.161 	 4679
17 	 178.733 	 4248
18 	 187.881 	 3775
19 	 198.602 	 3291
20 	 207.699 	 2691
21 	 213.614 	 2200
22 	 224.338 	 1712
23 	 227.626 	 1325
24 	 229.874 	 1044
25 	 233.038 	 815
26 	 232.896 	 628
27 	 240.85 	 527
28 	 247.531 	 420
29 	 248.785 	 297
30 	 254.67 	 230
31 	 258.46 	 200
32 	 263.404 	 146
33 	 262.5 	 140
34 	 265.576 	 92
35 	 263.577 	 71
36 	 271.055 	 55
37 	 288.667 	 42
38 	 284.852 	 27
39 	 280.417 	 12
40 	 262.75 	 16
41 	 287 	 13
42 	 270.2 	 5
43 	 291.167 	 6
44 	 293.2 	 5
45 	 289 	 3
46 	 320.333 	 3
47 	 291 	 2
48 	 301 	 3
49 	 305 	 1
