1 	 22.8728 	 1761
2 	 33.6845 	 2022
3 	 50.0343 	 2945
4 	 62.8339 	 3533
5 	 77.6001 	 4076
6 	 93.4021 	 4606
7 	 111.767 	 4998
8 	 129.272 	 5262
9 	 147.02 	 5728
10 	 162.192 	 5879
11 	 176.9 	 5939
12 	 192.261 	 5694
13 	 205.297 	 5823
14 	 216.421 	 5554
15 	 226.886 	 5176
16 	 239.143 	 4667
17 	 247.391 	 4294
18 	 255.72 	 3787
19 	 262.753 	 3296
20 	 269.557 	 2735
21 	 272.656 	 2207
22 	 277.377 	 1717
23 	 277.969 	 1371
24 	 279.823 	 1077
25 	 278.307 	 838
26 	 276.894 	 641
27 	 282.065 	 566
28 	 287.268 	 448
29 	 284.456 	 309
30 	 290.87 	 246
31 	 293.455 	 211
32 	 293.547 	 161
33 	 299.058 	 137
34 	 290.742 	 97
35 	 288.805 	 82
36 	 299.491 	 53
37 	 307.674 	 46
38 	 306.7 	 30
39 	 303.556 	 9
40 	 300.389 	 18
41 	 301.267 	 15
42 	 302 	 6
43 	 320.333 	 6
44 	 320.25 	 4
45 	 292.333 	 3
46 	 331.667 	 3
47 	 327 	 1
48 	 323 	 2
49 	 299 	 2
