351	8	2	4	4
352	14	1	2	3
353	18	4	2	5
354	20	0	3	8
355	9	9	6	8
356	8	2	2	6
357	13	2	2	4
358	19	5	6	8
359	17	2	7	4
360	14	0	3	5
361	11	1	2	4
362	7	5	3	3
363	11	2	3	5
364	9	1	1	3
365	18	3	5	10
366	10	0	1	2
367	13	2	2	5
368	11	7	7	8
369	18	3	1	4
370	6	1	1	2
371	13	3	9	7
372	19	2	3	4
373	14	2	2	6
374	20	2	4	4
375	13	2	1	5
376	10	1	3	6
377	18	1	0	6
378	15	3	4	10
379	20	9	11	7
380	10	6	7	4
381	12	4	2	6
382	16	4	1	5
383	6	1	2	2
384	12	1	2	3
385	12	3	3	3
386	12	4	4	3
387	17	5	6	3
388	5	3	3	7
389	12	2	2	5
390	19	3	2	6
391	13	1	1	2
392	22	1	1	5
393	13	4	9	7
394	13	4	4	5
395	20	12	14	14
396	14	5	1	1
397	8	1	3	3
398	14	0	1	7
399	12	2	5	2
400	23	0	0	5
401	27	11	10	8
402	12	1	2	2
403	10	1	5	5
404	14	3	2	5
405	19	3	6	8
406	12	11	0	3
407	18	5	6	10
408	16	5	2	5
409	16	11	10	2
410	12	2	2	4
411	17	8	6	6
412	13	5	2	3
413	13	2	1	7
414	13	1	1	4
415	26	7	11	4
416	17	1	6	7
417	10	1	2	6
418	10	1	3	3
419	18	6	4	6
420	18	3	4	4
421	15	5	5	2
422	8	2	3	12
423	21	10	11	11
424	15	0	2	5
425	14	5	6	3
426	14	1	8	4
427	12	0	1	4
428	15	2	4	5
429	13	3	3	3
430	9	2	0	7
431	5	2	2	7
432	13	2	2	7
433	13	0	3	6
434	16	2	4	6
435	12	2	3	1
436	9	10	8	6
437	16	2	3	3
438	13	1	7	5
439	18	3	3	2
440	18	7	7	3
441	16	5	6	5
442	5	0	4	8
443	11	5	4	7
444	10	5	5	5
445	14	1	1	5
446	5	1	4	5
447	10	1	6	2
448	16	4	5	5
449	13	0	1	8
450	16	3	5	7
451	14	17	11	13
452	12	0	7	7
453	13	3	3	5
454	20	3	0	4
455	18	2	4	6
456	17	1	5	4
457	10	0	2	7
458	6	2	0	4
459	7	4	5	12
460	15	1	0	4
461	16	1	5	3
462	12	4	4	3
463	25	3	8	4
464	15	5	0	6
465	13	2	5	5
466	14	4	5	4
467	15	0	3	5
468	15	4	3	3
469	8	3	4	2
470	17	3	5	4
471	19	4	4	5
472	15	0	0	6
473	12	3	4	5
474	15	1	2	5
475	16	1	4	5
476	7	3	2	13
477	11	2	1	4
478	21	5	9	8
479	11	3	1	4
480	13	0	0	2
481	14	2	3	7
482	16	2	5	6
483	8	5	10	5
484	16	2	1	3
485	20	4	4	5
486	15	5	6	8
487	15	2	3	6
488	27	9	9	9
489	18	2	3	9
490	10	3	4	2
491	17	3	0	6
492	20	2	4	5
493	11	2	6	6
494	5	1	3	4
495	11	3	2	5
496	14	0	2	2
497	17	2	3	5
498	13	6	4	7
499	11	3	1	3
