1 	 0.0164227 	 1761
2 	 0.0369108 	 2022
3 	 0.0666753 	 2945
4 	 0.106419 	 3533
5 	 0.155983 	 4076
6 	 0.216035 	 4606
7 	 0.285929 	 4998
8 	 0.365518 	 5262
9 	 0.455431 	 5728
10 	 0.555281 	 5879
11 	 0.66511 	 5939
12 	 0.784612 	 5694
13 	 0.914736 	 5823
14 	 1.05486 	 5554
15 	 1.20418 	 5176
16 	 1.36377 	 4667
17 	 1.53358 	 4294
18 	 1.71355 	 3787
19 	 1.90238 	 3296
20 	 2.10113 	 2735
21 	 2.31054 	 2207
22 	 2.53119 	 1717
23 	 2.7593 	 1371
24 	 2.99894 	 1077
25 	 3.24712 	 838
26 	 3.50972 	 641
27 	 3.77618 	 566
28 	 4.05144 	 448
29 	 4.34529 	 309
30 	 4.64287 	 246
31 	 4.9531 	 211
32 	 5.27475 	 161
33 	 5.60365 	 137
34 	 5.94581 	 97
35 	 6.28702 	 82
36 	 6.64725 	 53
37 	 7.02057 	 46
38 	 7.40581 	 30
39 	 7.80018 	 9
40 	 8.16762 	 18
41 	 8.60832 	 15
42 	 9.02284 	 6
43 	 9.45548 	 6
44 	 9.90229 	 4
