1 	 9.48438 	 64
2 	 21.614 	 57
3 	 32.56 	 75
4 	 40.5 	 78
5 	 50.4639 	 97
6 	 65.9688 	 128
7 	 74.4638 	 138
8 	 83.6491 	 114
9 	 109.73 	 122
10 	 125.788 	 132
11 	 134.957 	 140
12 	 147.98 	 147
13 	 162.65 	 140
14 	 180.965 	 144
15 	 182.243 	 144
16 	 203.731 	 104
17 	 212.67 	 112
18 	 209.312 	 93
19 	 231.247 	 97
20 	 230.973 	 75
21 	 237.907 	 43
22 	 247.628 	 43
23 	 252.467 	 30
24 	 273.583 	 24
25 	 275.65 	 20
26 	 269.727 	 22
27 	 283.25 	 20
28 	 288.909 	 11
29 	 256.75 	 8
30 	 275.167 	 6
31 	 277 	 7
32 	 285.667 	 6
33 	 246 	 2
34 	 433.5 	 2
35 	 184 	 1
36 	 283 	 1
37 	 288 	 2
38 	 281.5 	 2
