1 	 163.589 	 1763
2 	 165.641 	 1868
3 	 166.491 	 2749
4 	 167.663 	 3260
5 	 168.841 	 3827
6 	 169.788 	 4291
7 	 170.993 	 4677
8 	 171.965 	 4917
9 	 172.879 	 5334
10 	 173.955 	 5522
11 	 174.928 	 5609
12 	 175.968 	 5416
13 	 177.138 	 5521
14 	 178.109 	 5314
15 	 179.041 	 4860
16 	 180.069 	 4419
17 	 181.062 	 4089
18 	 182.012 	 3613
19 	 183.111 	 3189
20 	 184.185 	 2626
21 	 184.985 	 2157
22 	 185.8 	 1678
23 	 186.946 	 1353
24 	 187.996 	 1102
25 	 188.577 	 830
26 	 189.199 	 644
27 	 189.978 	 555
28 	 191.626 	 420
29 	 192.31 	 306
30 	 193.594 	 244
31 	 194.884 	 198
32 	 195.547 	 159
33 	 197 	 148
34 	 196.074 	 95
35 	 199.041 	 73
36 	 200.113 	 62
37 	 202.54 	 50
38 	 202.067 	 30
39 	 205.154 	 13
40 	 203.769 	 13
41 	 203.364 	 11
42 	 205.6 	 10
43 	 208.909 	 11
44 	 208.8 	 5
45 	 209.333 	 6
46 	 213.333 	 3
47 	 202 	 2
48 	 212.333 	 3
49 	 209.5 	 2
