1 	 0.0162277 	 1772
2 	 0.0365602 	 2165
3 	 0.077184 	 2948
4 	 0.136314 	 3581
5 	 0.215597 	 4144
6 	 0.315716 	 4664
7 	 0.43544 	 5053
8 	 0.575184 	 5267
9 	 0.735215 	 5698
10 	 0.91483 	 5922
11 	 1.11441 	 5956
12 	 1.33434 	 5729
13 	 1.57412 	 5797
14 	 1.83307 	 5575
15 	 2.11209 	 5163
16 	 2.41164 	 4690
17 	 2.72984 	 4291
18 	 3.06972 	 3749
19 	 3.42655 	 3300
20 	 3.80852 	 2701
21 	 4.20519 	 2202
22 	 4.62784 	 1747
23 	 5.05938 	 1361
24 	 5.51138 	 1102
25 	 5.9614 	 859
26 	 6.49041 	 650
27 	 7.00828 	 551
28 	 7.54337 	 428
29 	 8.04134 	 295
30 	 8.63404 	 248
31 	 9.17347 	 198
32 	 9.86632 	 158
33 	 7.09002 	 1
34 	 8.46649 	 3
35 	 3.96645 	 2
36 	 3.16998 	 1
37 	 1.0739 	 1
38 	 14.0902 	 1
42 	 1.36079 	 1
43 	 3.19434 	 1
