2.800000000000000000e+01 1.011740000000000084e+00 3.608999999999999708e-02 1.376300000000000023e-01 5.413181818181818372e-02 7.870499999999999718e-02
2.900000000000000000e+01 1.011544999999999916e+00 3.334999999999999770e-02 1.320400000000000185e-01 5.160000000000000003e-02 7.466000000000000414e-02
3.000000000000000000e+01 1.011435000000000084e+00 3.266000000000000153e-02 1.299700000000000022e-01 5.181818181818181879e-02 7.484000000000000374e-02
3.100000000000000000e+01 1.011334999999999873e+00 3.198000000000000148e-02 1.285399999999999876e-01 5.157272727272727009e-02 7.420999999999999819e-02
3.200000000000000000e+01 1.011269999999999891e+00 3.125000000000000000e-02 1.257000000000000062e-01 5.140909090909091123e-02 7.220999999999999641e-02
3.300000000000000000e+01 1.011264999999999858e+00 2.967999999999999805e-02 1.215999999999999998e-01 5.022727272727273151e-02 6.998000000000000054e-02
3.400000000000000000e+01 1.011050000000000004e+00 2.860000000000000042e-02 1.207499999999999962e-01 4.951363636363636384e-02 6.970500000000000307e-02
3.500000000000000000e+01 1.011195000000000066e+00 2.932999999999999843e-02 1.185599999999999987e-01 5.142727272727272425e-02 6.987999999999999767e-02
3.600000000000000000e+01 1.011025000000000063e+00 2.806999999999999773e-02 1.160399999999999904e-01 5.015000000000000013e-02 6.849500000000000033e-02
3.700000000000000000e+01 1.010920000000000041e+00 2.721000000000000155e-02 1.145599999999999952e-01 4.986818181818181844e-02 6.775499999999999579e-02
3.800000000000000000e+01 1.010905000000000165e+00 2.710999999999999868e-02 1.114199999999999913e-01 5.059545454545454762e-02 6.726499999999999146e-02
3.900000000000000000e+01 1.010794999999999888e+00 2.545999999999999652e-02 1.102100000000000024e-01 4.988181818181817995e-02 6.628000000000000558e-02
4.000000000000000000e+01 1.010759999999999881e+00 2.545999999999999652e-02 1.079600000000000004e-01 5.015454545454545859e-02 6.647000000000000131e-02
4.100000000000000000e+01 1.010645000000000016e+00 2.452000000000000013e-02 1.049200000000000133e-01 4.972272727272727261e-02 6.570499999999999952e-02
4.200000000000000000e+01 1.010794999999999888e+00 2.537999999999999978e-02 1.041200000000000042e-01 5.105454545454544968e-02 6.567000000000000615e-02
4.300000000000000000e+01 1.010550000000000059e+00 2.347999999999999740e-02 1.005700000000000066e-01 4.925000000000000211e-02 6.427499999999999880e-02
4.400000000000000000e+01 1.010520000000000085e+00 2.347999999999999740e-02 9.958999999999999797e-02 4.998636363636363433e-02 6.360499999999999488e-02
4.500000000000000000e+01 1.010550000000000059e+00 2.375999999999999987e-02 9.736999999999999822e-02 5.130454545454545684e-02 6.465499999999999026e-02
4.600000000000000000e+01 1.010445000000000038e+00 2.307999999999999982e-02 9.618000000000000160e-02 5.148636363636363567e-02 6.420499999999999818e-02
4.700000000000000000e+01 1.010445000000000038e+00 2.290999999999999981e-02 9.473000000000000864e-02 5.166363636363636297e-02 6.411000000000000032e-02
4.800000000000000000e+01 1.010559999999999903e+00 2.329000000000000167e-02 9.266000000000000625e-02 5.253181818181818646e-02 6.445499999999999841e-02
4.900000000000000000e+01 1.010440000000000005e+00 2.241999999999999896e-02 9.185000000000000109e-02 5.216363636363637035e-02 6.394999999999999296e-02
5.000000000000000000e+01 1.010385000000000089e+00 2.232000000000000303e-02 8.980000000000000482e-02 5.362272727272727330e-02 6.533500000000000418e-02
5.100000000000000000e+01 1.010404999999999998e+00 2.225999999999999854e-02 8.927000000000000213e-02 5.332272727272727164e-02 6.432500000000000717e-02
5.200000000000000000e+01 1.010310000000000041e+00 2.174999999999999850e-02 8.547000000000000430e-02 5.332272727272727164e-02 6.418499999999999206e-02
5.300000000000000000e+01 1.010284999999999878e+00 2.154999999999999971e-02 8.529000000000000470e-02 5.308636363636363986e-02 6.457499999999999352e-02
5.400000000000000000e+01 1.010284999999999878e+00 2.162000000000000033e-02 8.365999999999999825e-02 5.450909090909090982e-02 6.527999999999999081e-02
5.500000000000000000e+01 1.010250000000000092e+00 2.154999999999999971e-02 8.240999999999999714e-02 5.532272727272726648e-02 6.575499999999999401e-02
5.600000000000000000e+01 1.010220000000000118e+00 2.121999999999999928e-02 8.182000000000000384e-02 5.566363636363636652e-02 6.585000000000000575e-02
5.700000000000000000e+01 1.010264999999999969e+00 2.132000000000000214e-02 7.838000000000000522e-02 5.545454545454545081e-02 6.527999999999999081e-02
5.800000000000000000e+01 1.010210000000000052e+00 2.100000000000000130e-02 7.797999999999999376e-02 5.615454545454545005e-02 6.631999999999999007e-02
5.900000000000000000e+01 1.010175000000000045e+00 2.089999999999999844e-02 7.495999999999999885e-02 5.645909090909090322e-02 6.592499999999999749e-02
6.000000000000000000e+01 1.010190000000000143e+00 2.103999999999999967e-02 7.408000000000000695e-02 5.771818181818182125e-02 6.695000000000000950e-02
6.100000000000000000e+01 1.010140000000000038e+00 2.060000000000000026e-02 7.285999999999999421e-02 5.766818181818181288e-02 6.682499999999999551e-02
6.200000000000000000e+01 1.010124999999999940e+00 2.059000000000000066e-02 7.144000000000000350e-02 5.896363636363636390e-02 6.831999999999999185e-02
6.300000000000000000e+01 1.010124999999999940e+00 2.051000000000000045e-02 7.055999999999999772e-02 5.836363636363636059e-02 6.729000000000000259e-02
6.400000000000000000e+01 1.010175000000000045e+00 2.077000000000000027e-02 6.955000000000000071e-02 5.984090909090909044e-02 6.881500000000000117e-02
6.500000000000000000e+01 1.010119999999999907e+00 2.052999999999999964e-02 6.732000000000000484e-02 6.016363636363636358e-02 6.863000000000001044e-02
6.600000000000000000e+01 1.010135000000000005e+00 2.052999999999999964e-02 6.611999999999999822e-02 6.060909090909090413e-02 6.921000000000000763e-02
6.700000000000000000e+01 1.010135000000000005e+00 2.064000000000000209e-02 6.486000000000000099e-02 6.140909090909090623e-02 6.976999999999999869e-02
6.800000000000000000e+01 1.010094999999999965e+00 2.040999999999999759e-02 6.309999999999998943e-02 6.216818181818181688e-02 7.051499999999999435e-02
6.900000000000000000e+01 1.010119999999999907e+00 2.045999999999999902e-02 6.212999999999999773e-02 6.256818181818181446e-02 7.072499999999999620e-02
7.000000000000000000e+01 1.010089999999999932e+00 2.037999999999999881e-02 6.028999999999999637e-02 6.273181818181818026e-02 7.123499999999999277e-02
7.100000000000000000e+01 1.010079999999999867e+00 2.036999999999999922e-02 5.927999999999999936e-02 6.368636363636363817e-02 7.213500000000000467e-02
7.200000000000000000e+01 1.010070000000000023e+00 2.025999999999999676e-02 5.784999999999999865e-02 6.354545454545454386e-02 7.152000000000000024e-02
7.300000000000000000e+01 1.010054999999999925e+00 2.026999999999999982e-02 5.621999999999999914e-02 6.492272727272727084e-02 7.275500000000000023e-02
7.400000000000000000e+01 1.010070000000000023e+00 2.026999999999999982e-02 5.554000000000000603e-02 6.514090909090908266e-02 7.336499999999999966e-02
7.500000000000000000e+01 1.010079999999999867e+00 2.026999999999999982e-02 5.429000000000000492e-02 6.584090909090908883e-02 7.400500000000000134e-02
7.600000000000000000e+01 1.010029999999999983e+00 2.008000000000000063e-02 5.347000000000000364e-02 6.699090909090908708e-02 7.511999999999999234e-02
7.700000000000000000e+01 1.010074999999999834e+00 2.028999999999999901e-02 4.988999999999999685e-02 6.710909090909090990e-02 7.511999999999999234e-02
7.800000000000000000e+01 1.010035000000000016e+00 2.012999999999999859e-02 4.985999999999999460e-02 6.694999999999999563e-02 7.477499999999999425e-02
7.900000000000000000e+01 1.010019999999999918e+00 2.003999999999999879e-02 4.767000000000000404e-02 6.949999999999999234e-02 7.730000000000000759e-02
8.000000000000000000e+01 1.010014999999999885e+00 2.004999999999999838e-02 4.542999999999999816e-02 6.827272727272727659e-02 7.600999999999999424e-02
8.100000000000000000e+01 1.010035000000000016e+00 2.009999999999999634e-02 4.515999999999999875e-02 7.019999999999999851e-02 7.821000000000000174e-02
8.200000000000000000e+01 1.010040000000000049e+00 2.012999999999999859e-02 4.342999999999999639e-02 7.022727272727272152e-02 7.792999999999999927e-02
8.300000000000000000e+01 1.010010000000000074e+00 2.004999999999999838e-02 4.236999999999999794e-02 7.093636363636363074e-02 7.865999999999999381e-02
8.400000000000000000e+01 1.010010000000000074e+00 2.001999999999999613e-02 4.154000000000000054e-02 7.148181818181818803e-02 7.943000000000000060e-02
