1.000000000000000000e+00 1.053444999999999965e+00 8.822699999999999987e-01 1.118670000000000053e+00 8.111545454545454614e-01 9.899200000000000221e-01
2.000000000000000000e+00 1.038945000000000007e+00 5.409800000000000164e-01 7.728599999999999914e-01 5.020272727272727664e-01 6.513700000000000045e-01
3.000000000000000000e+00 1.032895000000000119e+00 3.942599999999999993e-01 6.062899999999999956e-01 3.691227272727272690e-01 4.942249999999999699e-01
4.000000000000000000e+00 1.028810000000000002e+00 3.104200000000000292e-01 5.084800000000000431e-01 2.935136363636363099e-01 4.057350000000000123e-01
5.000000000000000000e+00 1.025669999999999860e+00 2.505699999999999594e-01 4.362400000000000166e-01 2.394181818181818078e-01 3.384099999999999886e-01
6.000000000000000000e+00 1.024145000000000083e+00 2.202100000000000168e-01 4.005700000000000371e-01 2.125500000000000167e-01 3.047449999999999881e-01
7.000000000000000000e+00 1.021465000000000067e+00 1.771999999999999964e-01 3.463199999999999612e-01 1.736454545454545473e-01 2.530900000000000372e-01
8.000000000000000000e+00 1.020070000000000032e+00 1.550600000000000034e-01 3.180000000000000049e-01 1.539863636363636434e-01 2.292449999999999766e-01
9.000000000000000000e+00 1.019249999999999989e+00 1.383199999999999985e-01 2.960300000000000153e-01 1.392454545454545334e-01 2.078800000000000092e-01
1.000000000000000000e+01 1.018354999999999899e+00 1.256000000000000172e-01 2.762700000000000156e-01 1.278818181818181798e-01 1.911100000000000021e-01
1.100000000000000000e+01 1.017225000000000046e+00 1.072600000000000081e-01 2.514299999999999868e-01 1.115045454545454534e-01 1.700250000000000095e-01
1.200000000000000000e+01 1.016285000000000105e+00 9.561999999999999666e-02 2.339299999999999990e-01 1.014499999999999985e-01 1.553149999999999809e-01
1.300000000000000000e+01 1.015679999999999916e+00 8.691000000000000114e-02 2.241299999999999959e-01 9.381363636363636294e-02 1.435849999999999904e-01
1.400000000000000000e+01 1.015404999999999891e+00 8.074999999999998845e-02 2.129500000000000282e-01 8.836363636363636642e-02 1.377599999999999936e-01
1.500000000000000000e+01 1.014580000000000037e+00 7.349999999999999589e-02 2.031100000000000128e-01 8.257272727272726986e-02 1.294700000000000017e-01
1.600000000000000000e+01 1.014315000000000078e+00 6.808999999999999775e-02 1.925499999999999989e-01 7.788181818181817706e-02 1.204500000000000015e-01
1.700000000000000000e+01 1.013989999999999947e+00 6.333999999999999353e-02 1.858899999999999997e-01 7.391818181818181344e-02 1.146700000000000080e-01
1.800000000000000000e+01 1.013759999999999994e+00 6.059000000000000496e-02 1.823400000000000298e-01 7.213181818181818583e-02 1.104949999999999960e-01
1.900000000000000000e+01 1.013430000000000053e+00 5.442999999999999922e-02 1.716700000000000170e-01 6.631363636363636627e-02 1.025650000000000034e-01
2.000000000000000000e+01 1.012915000000000010e+00 5.065999999999999670e-02 1.672700000000000020e-01 6.362272727272727524e-02 9.928499999999999825e-02
2.100000000000000000e+01 1.012874999999999970e+00 4.920000000000000068e-02 1.629299999999999915e-01 6.270909090909090877e-02 9.693000000000000227e-02
2.200000000000000000e+01 1.012720000000000065e+00 4.639999999999999680e-02 1.603999999999999870e-01 6.056818181818181268e-02 9.281499999999999473e-02
2.300000000000000000e+01 1.012410000000000032e+00 4.291999999999999982e-02 1.504400000000000182e-01 5.748181818181818253e-02 8.791999999999999815e-02
2.400000000000000000e+01 1.012224999999999930e+00 4.053999999999999965e-02 1.487700000000000133e-01 5.611363636363636553e-02 8.456500000000000128e-02
2.500000000000000000e+01 1.011940000000000062e+00 3.806000000000000355e-02 1.449999999999999900e-01 5.439090909090908699e-02 8.199999999999998956e-02
2.600000000000000000e+01 1.011889999999999956e+00 3.738999999999999962e-02 1.404400000000000093e-01 5.423181818181817965e-02 7.964500000000000746e-02
2.700000000000000000e+01 1.012014999999999887e+00 3.882000000000000034e-02 1.400599999999999901e-01 5.579090909090908545e-02 8.269999999999999574e-02
