1.000000000000000000e+00 8.822700000000000387e+01 5.644571260069271545e+01
2.000000000000000000e+00 5.409799999999999898e+01 4.504919972652103155e+01
3.000000000000000000e+00 3.942600000000000193e+01 3.496069970695665319e+01
4.000000000000000000e+00 3.104200000000000159e+01 2.919894237810671100e+01
5.000000000000000000e+00 2.505699999999999861e+01 2.471567824276735337e+01
6.000000000000000000e+00 2.202100000000000080e+01 2.224098826491292158e+01
7.000000000000000000e+00 1.771999999999999886e+01 1.897075644248277726e+01
8.000000000000000000e+00 1.550600000000000023e+01 1.757611913933228820e+01
9.000000000000000000e+00 1.383200000000000074e+01 1.521012084107160156e+01
1.000000000000000000e+01 1.256000000000000050e+01 1.461007871299817751e+01
1.100000000000000000e+01 1.072600000000000087e+01 1.264013148665784314e+01
1.200000000000000000e+01 9.561999999999999389e+00 1.161034693710757715e+01
1.300000000000000000e+01 8.691000000000000725e+00 1.089001923781579251e+01
1.400000000000000000e+01 8.074999999999999289e+00 9.686711258213632547e+00
1.500000000000000000e+01 7.349999999999999645e+00 9.260534541806901387e+00
1.600000000000000000e+01 6.809000000000000163e+00 8.497971463825962246e+00
1.700000000000000000e+01 6.333999999999999631e+00 8.137348708270932818e+00
1.800000000000000000e+01 6.059000000000000163e+00 7.967089744693529596e+00
1.900000000000000000e+01 5.442999999999999616e+00 6.937128440500427651e+00
2.000000000000000000e+01 5.065999999999999837e+00 6.532353634028010170e+00
2.100000000000000000e+01 4.919999999999999929e+00 6.196902452032071018e+00
2.200000000000000000e+01 4.639999999999999680e+00 5.974813804630122682e+00
2.300000000000000000e+01 4.291999999999999815e+00 5.293650536255639416e+00
2.400000000000000000e+01 4.054000000000000270e+00 5.164986350417555272e+00
2.500000000000000000e+01 3.806000000000000050e+00 4.648694870606194129e+00
2.600000000000000000e+01 3.738999999999999879e+00 4.543333467840565021e+00
2.700000000000000000e+01 3.882000000000000117e+00 4.780593686980687096e+00
2.800000000000000000e+01 3.608999999999999986e+00 4.305939967068769469e+00
2.900000000000000000e+01 3.334999999999999964e+00 3.939006854525608059e+00
3.000000000000000000e+01 3.266000000000000014e+00 3.979603497837464587e+00
3.100000000000000000e+01 3.197999999999999954e+00 3.712249452825110207e+00
3.200000000000000000e+01 3.125000000000000000e+00 3.617233058568385839e+00
3.300000000000000000e+01 2.967999999999999972e+00 3.210447943823416583e+00
3.400000000000000000e+01 2.859999999999999876e+00 3.073824978752104808e+00
3.500000000000000000e+01 2.932999999999999829e+00 3.106688107937523924e+00
3.600000000000000000e+01 2.806999999999999940e+00 2.877976893583409801e+00
3.700000000000000000e+01 2.721000000000000085e+00 2.733159161117360458e+00
3.800000000000000000e+01 2.710999999999999854e+00 2.713020272684973477e+00
3.900000000000000000e+01 2.545999999999999819e+00 2.299105043272261284e+00
4.000000000000000000e+01 2.545999999999999819e+00 2.285144196763074120e+00
4.100000000000000000e+01 2.451999999999999957e+00 2.086071906718458546e+00
4.200000000000000000e+01 2.537999999999999812e+00 2.144424398294329404e+00
4.300000000000000000e+01 2.347999999999999865e+00 1.736345587721492612e+00
4.400000000000000000e+01 2.347999999999999865e+00 1.734040368618876560e+00
4.500000000000000000e+01 2.375999999999999890e+00 1.816211441435107821e+00
4.600000000000000000e+01 2.307999999999999829e+00 1.818003300327002636e+00
4.700000000000000000e+01 2.290999999999999925e+00 1.531443436761532828e+00
4.800000000000000000e+01 2.329000000000000181e+00 1.686937758187874170e+00
4.900000000000000000e+01 2.241999999999999993e+00 1.337698022724095104e+00
5.000000000000000000e+01 2.232000000000000206e+00 1.458141282592333665e+00
5.100000000000000000e+01 2.225999999999999979e+00 1.403183523278448419e+00
5.200000000000000000e+01 2.174999999999999822e+00 1.122218784373169020e+00
5.300000000000000000e+01 2.154999999999999805e+00 9.929627384751057440e-01
5.400000000000000000e+01 2.161999999999999922e+00 1.099889085317240722e+00
5.500000000000000000e+01 2.154999999999999805e+00 1.165321843955574810e+00
5.600000000000000000e+01 2.121999999999999886e+00 9.258055951440280484e-01
5.700000000000000000e+01 2.132000000000000117e+00 9.646636719603156607e-01
5.800000000000000000e+01 2.100000000000000089e+00 8.087026647662246548e-01
5.900000000000000000e+01 2.089999999999999858e+00 7.796794213008401142e-01
6.000000000000000000e+01 2.104000000000000092e+00 8.883602872708676879e-01
6.100000000000000000e+01 2.060000000000000053e+00 5.969924622639750655e-01
6.200000000000000000e+01 2.059000000000000163e+00 5.749078186979190708e-01
6.300000000000000000e+01 2.051000000000000156e+00 5.132241225819557107e-01
6.400000000000000000e+01 2.076999999999999957e+00 7.071569839858874440e-01
6.500000000000000000e+01 2.052999999999999936e+00 5.542481393744135287e-01
6.600000000000000000e+01 2.052999999999999936e+00 5.469835463704533218e-01
6.700000000000000000e+01 2.064000000000000057e+00 6.195998708844306924e-01
6.800000000000000000e+01 2.040999999999999925e+00 4.520165926158120073e-01
6.900000000000000000e+01 2.045999999999999819e+00 5.038690306022000076e-01
7.000000000000000000e+01 2.037999999999999812e+00 4.632018998233851659e-01
7.100000000000000000e+01 2.036999999999999922e+00 4.523615810388947889e-01
7.200000000000000000e+01 2.025999999999999801e+00 3.511751699650743630e-01
7.300000000000000000e+01 2.027000000000000135e+00 4.065353613155947565e-01
7.400000000000000000e+01 2.027000000000000135e+00 3.595427651893440824e-01
7.500000000000000000e+01 2.027000000000000135e+00 3.482398598667358902e-01
7.600000000000000000e+01 2.008000000000000007e+00 1.547126368465115143e-01
7.700000000000000000e+01 2.028999999999999915e+00 3.964328442498187832e-01
7.800000000000000000e+01 2.012999999999999901e+00 2.404807684618454622e-01
7.900000000000000000e+01 2.004000000000000004e+00 8.935323161475478004e-02
8.000000000000000000e+01 2.004999999999999893e+00 1.482396708037363453e-01
8.100000000000000000e+01 2.009999999999999787e+00 1.894729532149651285e-01
8.200000000000000000e+01 2.012999999999999901e+00 2.320150857164241798e-01
8.300000000000000000e+01 2.004999999999999893e+00 1.611676146128641074e-01
8.400000000000000000e+01 2.001999999999999780e+00 6.321392251711614729e-02
