6 	 153 	 8 	 58
7 	 309 	 16 	 39
8 	 87 	 7 	 96
9 	 127 	 7 	 25
10 	 319 	 17 	 68
11 	 271 	 11 	 162
12 	 39 	 4 	 164
13 	 327 	 14 	 53
14 	 297 	 18 	 58
15 	 131 	 8 	 121
16 	 69 	 4 	 87
17 	 133 	 9 	 66
18 	 261 	 14 	 157
19 	 309 	 19 	 142
20 	 297 	 14 	 88
21 	 251 	 12 	 60
22 	 171 	 9 	 145
23 	 147 	 7 	 45
24 	 225 	 10 	 27
25 	 299 	 11 	 30
26 	 109 	 6 	 87
27 	 69 	 4 	 162
28 	 151 	 6 	 162
29 	 235 	 11 	 52
30 	 91 	 5 	 105
31 	 97 	 6 	 61
32 	 319 	 18 	 148
33 	 103 	 5 	 115
34 	 179 	 12 	 158
35 	 149 	 9 	 90
36 	 293 	 18 	 10
37 	 55 	 3 	 122
38 	 173 	 11 	 5
39 	 157 	 7 	 88
40 	 221 	 12 	 119
41 	 283 	 17 	 101
42 	 117 	 7 	 167
43 	 45 	 3 	 90
44 	 57 	 6 	 108
45 	 127 	 6 	 94
46 	 271 	 11 	 132
47 	 147 	 6 	 20
48 	 65 	 5 	 129
49 	 315 	 12 	 26
50 	 103 	 7 	 102
51 	 309 	 19 	 37
52 	 19 	 1 	 143
53 	 229 	 15 	 95
54 	 333 	 21 	 34
55 	 33 	 2 	 143
56 	 297 	 19 	 111
57 	 145 	 10 	 167
58 	 109 	 6 	 152
59 	 137 	 6 	 103
60 	 251 	 9 	 105
61 	 159 	 11 	 70
62 	 229 	 11 	 87
63 	 227 	 11 	 112
64 	 109 	 5 	 91
65 	 313 	 16 	 77
66 	 71 	 4 	 41
67 	 57 	 3 	 159
68 	 147 	 7 	 2
69 	 35 	 3 	 160
70 	 203 	 10 	 29
71 	 125 	 8 	 76
72 	 225 	 14 	 63
73 	 207 	 10 	 150
74 	 225 	 12 	 152
75 	 327 	 16 	 154
76 	 113 	 10 	 125
77 	 113 	 5 	 3
78 	 211 	 13 	 78
79 	 237 	 13 	 144
80 	 37 	 3 	 166
81 	 225 	 11 	 54
82 	 283 	 16 	 21
83 	 309 	 18 	 1
84 	 307 	 14 	 56
85 	 297 	 14 	 4
86 	 165 	 9 	 87
87 	 175 	 10 	 114
88 	 41 	 4 	 66
89 	 47 	 3 	 14
90 	 227 	 11 	 71
91 	 235 	 13 	 4
92 	 231 	 12 	 141
93 	 267 	 16 	 153
94 	 279 	 11 	 1
95 	 263 	 9 	 65
96 	 327 	 16 	 93
97 	 151 	 9 	 45
98 	 237 	 13 	 160
99 	 309 	 15 	 83
100 	 43 	 3 	 107
101 	 227 	 15 	 5
102 	 105 	 6 	 60
103 	 19 	 1 	 102
104 	 105 	 5 	 18
105 	 313 	 15 	 89
106 	 197 	 11 	 20
107 	 309 	 17 	 106
108 	 151 	 9 	 83
109 	 207 	 13 	 113
110 	 277 	 10 	 138
111 	 31 	 5 	 143
112 	 107 	 6 	 19
113 	 131 	 6 	 71
114 	 291 	 12 	 87
115 	 203 	 10 	 134
116 	 237 	 13 	 144
117 	 279 	 16 	 45
118 	 337 	 15 	 116
119 	 211 	 11 	 150
120 	 291 	 14 	 10
121 	 269 	 13 	 94
122 	 81 	 6 	 132
123 	 237 	 8 	 4
124 	 183 	 12 	 76
125 	 195 	 8 	 43
126 	 249 	 15 	 120
127 	 33 	 2 	 108
128 	 153 	 8 	 66
129 	 267 	 17 	 127
130 	 141 	 7 	 56
131 	 207 	 8 	 2
132 	 39 	 2 	 150
133 	 163 	 9 	 81
134 	 291 	 14 	 50
135 	 153 	 8 	 166
136 	 253 	 13 	 2
137 	 133 	 7 	 34
138 	 213 	 10 	 136
139 	 197 	 8 	 64
140 	 253 	 13 	 51
141 	 213 	 8 	 34
142 	 75 	 5 	 18
143 	 69 	 4 	 151
144 	 39 	 2 	 122
145 	 25 	 3 	 76
146 	 151 	 9 	 142
147 	 73 	 4 	 121
148 	 211 	 10 	 44
149 	 237 	 10 	 46
150 	 179 	 11 	 33
151 	 149 	 9 	 101
152 	 101 	 5 	 90
153 	 177 	 7 	 53
154 	 231 	 8 	 123
155 	 203 	 11 	 29
156 	 191 	 7 	 117
157 	 171 	 10 	 89
158 	 219 	 10 	 129
159 	 263 	 14 	 34
160 	 100 	 5 	 149
161 	 71 	 4 	 167
162 	 297 	 13 	 87
163 	 73 	 4 	 22
164 	 165 	 9 	 143
165 	 327 	 17 	 94
166 	 201 	 11 	 59
167 	 175 	 9 	 120
168 	 105 	 8 	 51
169 	 325 	 14 	 78
170 	 315 	 12 	 154
171 	 251 	 10 	 40
172 	 43 	 3 	 1
173 	 161 	 12 	 39
174 	 71 	 4 	 138
175 	 17 	 1 	 58
176 	 169 	 8 	 48
177 	 107 	 8 	 162
178 	 147 	 6 	 9
179 	 319 	 20 	 54
180 	 127 	 7 	 81
181 	 137 	 8 	 66
182 	 333 	 16 	 93
183 	 165 	 12 	 46
184 	 153 	 8 	 122
185 	 227 	 9 	 31
186 	 307 	 16 	 116
187 	 61 	 5 	 70
188 	 21 	 1 	 41
189 	 41 	 4 	 125
190 	 105 	 8 	 160
191 	 253 	 11 	 80
192 	 39 	 2 	 38
193 	 179 	 9 	 24
194 	 283 	 18 	 2
195 	 161 	 11 	 53
196 	 191 	 7 	 124
197 	 309 	 20 	 121
198 	 247 	 13 	 112
199 	 171 	 11 	 95
200 	 79 	 6 	 101
201 	 71 	 6 	 130
202 	 183 	 8 	 150
203 	 19 	 1 	 122
204 	 117 	 6 	 51
205 	 167 	 9 	 22
6 	 215 	 8 	 147
7 	 79 	 7 	 74
8 	 203 	 10 	 8
9 	 153 	 11 	 41
10 	 207 	 12 	 103
11 	 41 	 3 	 118
12 	 103 	 6 	 73
13 	 195 	 11 	 108
14 	 75 	 5 	 54
15 	 109 	 5 	 100
16 	 263 	 13 	 81
17 	 71 	 4 	 160
18 	 31 	 3 	 33
19 	 191 	 9 	 65
20 	 327 	 20 	 96
21 	 127 	 7 	 131
22 	 45 	 3 	 87
23 	 327 	 17 	 137
24 	 229 	 8 	 93
25 	 121 	 7 	 18
27 	 149 	 9 	 125
28 	 33 	 2 	 152
29 	 159 	 10 	 127
30 	 55 	 4 	 20
31 	 25 	 2 	 59
32 	 303 	 11 	 45
33 	 17 	 1 	 21
34 	 143 	 6 	 79
35 	 201 	 8 	 6
36 	 305 	 16 	 43
37 	 255 	 10 	 60
38 	 13 	 1 	 13
39 	 151 	 10 	 166
40 	 215 	 8 	 125
41 	 107 	 5 	 2
42 	 219 	 10 	 135
43 	 57 	 5 	 128
44 	 137 	 6 	 144
45 	 197 	 12 	 14
46 	 101 	 7 	 144
47 	 223 	 10 	 118
48 	 105 	 6 	 7
49 	 107 	 8 	 40
50 	 319 	 17 	 68
51 	 249 	 9 	 59
52 	 179 	 9 	 87
53 	 19 	 1 	 157
