0	8	0	1	0
1	12	1	1	1
2	9	0	1	0
3	14	0	2	1
4	19	0	5	2
5	12	0	1	0
6	5	0	1	2
7	14	0	3	3
8	15	0	3	0
9	10	0	3	2
10	13	0	0	2
11	10	1	2	1
12	20	0	1	1
13	19	0	1	3
14	12	0	3	1
15	10	0	0	1
16	18	0	2	1
17	9	0	1	0
18	14	1	3	2
19	10	0	2	3
20	9	0	3	1
21	12	0	2	1
22	16	0	1	1
23	11	0	0	1
24	10	0	0	2
25	7	0	0	1
26	12	0	1	0
27	13	1	1	0
28	18	0	2	2
29	10	0	1	1
30	14	1	1	1
31	14	0	0	1
32	12	1	2	0
33	9	0	0	2
34	12	0	1	1
35	13	0	1	1
36	15	1	1	3
37	16	1	0	1
38	12	0	1	0
39	12	0	3	2
40	12	1	2	1
41	10	0	1	0
42	12	0	2	3
43	11	0	2	0
44	19	0	1	1
45	15	1	4	0
46	12	0	1	1
47	11	0	0	0
48	14	0	1	0
49	18	1	2	4
50	14	0	4	1
51	6	1	2	3
52	14	1	2	3
53	14	0	5	0
54	10	1	0	1
55	11	1	2	0
56	8	0	0	1
57	11	0	1	2
58	20	0	1	0
59	9	0	1	1
60	14	0	2	2
61	17	0	1	0
62	11	0	2	4
63	13	0	2	0
64	17	0	2	2
65	13	0	1	0
66	14	0	2	0
67	13	0	1	2
68	16	0	1	2
69	6	0	1	2
70	18	1	0	1
71	6	1	1	4
72	10	0	1	0
73	5	1	2	2
74	11	0	8	2
75	21	0	2	0
76	19	0	6	0
77	14	1	3	2
78	6	0	1	0
79	15	0	5	1
80	15	0	3	0
81	11	0	1	1
82	13	0	4	0
83	13	0	2	0
84	10	0	4	2
85	11	0	4	0
86	9	0	1	1
87	9	0	0	1
88	8	1	3	1
89	20	0	0	2
90	7	1	3	2
91	13	0	2	3
92	17	0	3	2
93	9	1	3	0
94	9	0	0	5
95	14	0	1	0
96	16	1	1	1
97	20	0	2	0
98	10	0	0	4
99	16	0	1	2
100	13	0	0	1
101	15	1	0	1
102	14	0	2	1
103	15	0	2	0
104	5	1	5	1
105	11	0	1	1
106	8	0	1	1
107	13	0	0	1
108	10	0	2	1
109	15	0	1	1
110	15	1	4	1
111	12	0	2	1
112	9	0	0	1
113	11	0	2	2
114	11	0	1	0
115	12	0	2	0
116	11	0	3	2
117	18	0	4	1
118	9	0	0	1
119	15	0	3	1
120	16	0	3	2
121	10	0	3	0
122	8	0	1	1
123	13	0	2	3
124	12	0	2	2
125	16	0	1	2
126	11	0	2	5
127	12	0	2	0
128	11	0	3	0
129	10	1	1	2
130	12	0	2	1
131	16	0	2	2
132	8	0	5	0
133	12	0	1	2
134	15	0	3	2
135	14	0	0	1
136	11	0	5	1
137	7	1	3	0
138	9	0	1	0
139	13	1	1	1
140	15	0	1	1
141	13	0	3	2
142	13	0	3	2
143	11	2	3	1
144	20	1	3	0
145	12	0	2	0
146	12	0	3	1
147	14	0	0	0
148	10	0	3	0
149	16	1	2	1
150	9	0	0	1
151	13	0	2	1
152	12	0	3	3
153	12	1	2	1
154	4	0	1	1
155	22	0	1	2
156	15	0	0	2
157	7	0	2	1
158	11	0	2	1
159	14	0	2	1
160	7	0	0	1
161	13	1	3	2
162	13	1	2	0
163	17	0	1	1
164	17	0	1	2
165	10	0	3	1
166	9	0	2	1
167	11	0	3	1
168	15	0	2	1
169	10	0	1	1
170	15	1	1	1
171	12	0	1	2
172	16	0	2	1
173	15	0	1	2
174	9	2	3	2
175	19	0	1	0
176	16	0	1	3
177	11	0	1	1
178	13	0	2	1
179	23	0	3	1
180	7	0	1	2
181	7	0	2	0
182	10	0	1	1
183	14	0	1	2
184	11	0	0	3
185	18	0	3	1
186	13	0	0	1
187	12	0	3	0
188	7	0	0	0
189	8	0	1	4
190	8	1	2	0
191	22	1	2	1
192	10	0	1	1
193	11	1	2	0
194	12	0	3	0
195	16	0	1	0
196	13	1	2	1
197	10	0	1	1
198	13	0	2	3
199	16	0	4	2
200	10	0	4	2
201	12	0	3	3
202	12	0	0	1
203	7	0	2	2
204	6	0	2	3
205	18	0	2	0
206	16	0	0	2
207	14	1	1	1
208	11	1	1	4
209	14	0	1	3
210	4	0	2	2
211	12	0	1	1
212	14	0	5	3
213	8	0	1	1
214	8	0	3	1
215	19	0	1	2
216	8	0	3	0
217	18	0	3	3
218	9	1	1	0
219	12	0	1	1
220	10	0	0	1
221	12	0	2	0
222	17	0	1	0
223	13	0	1	1
224	9	0	0	1
225	7	0	1	3
226	13	0	1	1
227	15	0	1	1
228	11	0	1	0
229	12	0	1	1
230	11	0	3	1
231	14	1	1	1
232	8	0	1	0
233	12	0	3	1
234	10	0	1	0
235	9	1	5	1
236	8	0	2	0
237	8	1	2	0
238	13	1	1	1
239	9	0	1	3
240	11	0	2	1
241	15	0	1	4
242	9	1	1	1
243	14	0	0	1
244	14	0	2	1
245	8	0	2	1
246	8	0	0	1
247	11	1	2	0
248	10	0	1	1
249	11	0	1	0
250	17	0	3	1
251	18	2	1	3
252	16	0	4	1
253	13	1	4	0
254	8	0	2	2
255	15	0	3	1
256	9	0	1	3
257	14	1	2	1
258	12	0	1	2
259	15	0	2	2
260	6	1	2	0
261	17	0	0	0
262	15	0	2	1
263	9	0	3	0
264	18	0	4	3
265	11	0	1	0
266	13	0	1	1
267	14	0	3	3
268	13	0	3	0
269	12	0	1	0
270	13	0	1	1
271	11	0	1	0
272	8	0	0	1
273	9	0	0	3
274	14	0	1	0
275	15	0	2	2
276	9	0	3	0
277	13	0	0	1
278	11	0	2	0
279	16	0	0	0
280	14	0	0	4
281	8	2	1	4
282	20	1	1	3
283	14	0	2	2
284	16	0	2	2
285	10	1	0	2
286	11	0	1	2
287	14	0	2	0
288	14	0	2	1
289	11	0	0	0
290	16	0	1	2
291	17	0	2	2
292	10	0	3	0
293	14	1	3	0
294	17	0	3	2
295	12	0	2	1
296	8	0	5	0
297	13	0	3	1
298	9	0	3	0
299	11	1	1	4
300	7	1	1	1
301	12	0	3	0
302	14	0	1	2
303	13	0	4	0
304	10	0	1	0
305	14	0	1	2
306	10	0	2	3
307	6	0	1	1
308	17	1	2	3
309	7	1	0	2
310	9	0	0	2
311	12	0	0	1
312	18	0	3	3
313	13	0	4	1
314	13	0	0	1
315	14	0	1	0
316	9	0	1	0
317	17	0	2	1
318	13	0	1	2
319	15	0	1	0
320	13	0	2	0
321	14	0	1	1
322	10	0	0	0
323	10	0	0	2
324	10	0	1	2
325	10	0	2	2
326	14	2	2	1
327	10	3	1	1
328	15	0	0	2
329	10	0	1	1
330	14	0	6	2
331	14	0	3	2
332	7	0	1	2
333	7	2	3	2
334	14	0	3	1
335	15	0	0	0
336	11	0	3	1
337	11	0	0	2
338	15	0	2	2
339	12	0	0	3
340	17	0	2	1
341	14	0	1	2
342	21	0	0	1
343	13	0	3	2
344	11	0	3	0
345	10	0	2	1
346	11	1	2	2
347	8	0	0	0
348	13	1	2	0
349	10	0	2	0
350	10	0	0	0
351	20	0	3	2
352	15	1	2	1
353	15	0	1	2
354	12	1	1	0
355	9	0	1	1
356	10	0	3	0
357	14	0	1	1
358	13	0	2	2
359	7	0	1	2
360	10	0	1	0
361	19	0	4	2
362	15	0	3	0
363	15	0	1	0
364	13	1	2	1
365	9	0	2	0
366	11	0	1	3
367	15	0	0	3
368	9	0	1	0
369	19	0	4	2
370	13	0	1	1
371	10	1	1	5
372	10	0	0	0
373	12	0	1	2
374	16	0	1	2
375	20	1	4	2
376	18	1	1	0
377	11	1	1	3
378	14	0	2	1
379	12	0	2	3
380	7	1	2	2
381	5	1	0	0
382	14	0	2	0
383	13	0	1	1
384	10	1	0	1
385	8	0	0	2
386	8	0	1	2
387	9	0	1	5
388	8	1	1	0
389	10	0	3	2
390	10	1	2	1
391	12	0	1	1
392	13	0	1	1
393	18	1	2	1
394	12	0	0	0
395	15	0	1	0
396	16	0	0	0
397	14	0	1	1
398	10	0	0	2
399	12	1	2	2
400	14	0	1	1
401	11	0	1	1
402	13	1	0	0
403	11	0	3	1
404	13	0	3	1
405	13	0	2	0
406	17	0	0	1
407	17	1	3	1
408	17	0	0	0
409	9	0	1	0
410	10	0	2	5
411	15	0	2	0
412	13	0	1	1
413	9	2	2	1
414	4	0	0	1
415	9	0	2	1
416	6	0	1	0
417	20	0	3	1
418	17	1	1	3
419	12	0	0	0
420	21	1	1	2
421	13	0	1	2
422	14	0	0	2
423	8	0	1	2
424	12	1	3	1
425	15	0	1	0
426	9	0	2	1
427	9	0	5	1
428	7	0	1	0
429	7	0	3	1
430	14	0	0	3
431	10	0	0	1
432	11	2	1	1
433	8	0	2	0
434	15	1	2	2
435	14	0	2	2
436	12	0	3	0
437	13	0	0	0
438	11	0	1	1
439	12	0	1	2
440	13	0	2	1
441	11	0	2	3
442	13	0	1	1
443	12	0	1	0
444	10	1	4	5
445	13	1	4	3
446	8	0	1	1
447	15	0	2	2
448	13	0	4	3
449	12	0	0	3
450	10	0	0	2
451	11	0	0	3
452	21	0	2	0
453	12	0	1	1
454	13	0	4	1
455	7	0	1	0
456	15	0	2	2
457	9	0	3	0
458	15	0	1	1
459	14	0	1	3
460	14	0	2	2
461	8	0	3	2
462	17	0	2	1
463	10	0	5	1
464	9	0	2	0
465	5	0	1	1
466	14	1	3	2
467	17	0	0	1
468	10	0	2	0
469	10	0	2	1
470	13	0	3	0
471	12	0	1	1
472	11	1	2	1
473	13	0	0	2
474	9	0	1	0
475	13	0	1	0
476	13	2	3	1
477	10	0	2	0
478	8	0	2	1
479	12	0	2	3
480	6	0	5	2
481	9	0	1	5
482	14	0	0	0
483	11	0	6	1
484	15	0	1	2
485	10	0	3	2
486	13	0	1	2
487	11	0	0	1
488	10	0	0	0
489	15	0	1	3
490	11	0	0	3
491	11	1	1	0
492	13	0	0	2
493	11	0	2	1
494	18	0	2	0
495	12	0	1	1
496	7	0	3	3
497	12	1	2	1
498	6	1	2	1
499	10	0	1	1
