0	0.000000	1000
1	1.000000	3985
2	2.000000	7947
3	3.000000	11766
4	3.998670	15794
5	4.991189	19295
6	5.970995	22962
7	6.921565	26404
8	7.803142	29666
9	8.597272	32769
10	9.271532	35215
11	9.857440	37984
12	10.294546	40211
13	10.650614	42463
14	10.859681	44242
15	11.017484	45586
16	11.187324	47223
17	11.223040	48005
18	11.334236	48358
19	11.371509	49054
20	11.365453	48838
21	11.393572	49005
22	11.376939	48289
23	11.263856	47795
24	11.231264	46769
25	11.278427	45854
26	11.275175	44499
27	11.298334	43049
28	11.295362	41224
29	11.247923	39710
30	11.238183	37891
31	11.257606	35861
32	11.271820	33879
33	11.289706	31708
34	11.281039	29455
35	11.271573	27245
