0	0.001953	0.000004	100000.000000
1	0.502220	0.000001	100000.000000
2	0.501896	0.000001	100000.000000
3	0.499595	0.000001	100000.000000
4	0.501888	0.000001	100000.000000
5	0.501430	0.000001	100000.000000
6	0.501358	0.000001	100000.000000
7	0.500850	0.000001	100000.000000
8	0.501795	0.000001	100000.000000
9	0.499213	0.000001	100000.000000
10	0.499479	0.000001	100000.000000
11	0.501267	0.000001	100000.000000
12	0.499775	0.000001	100000.000000
13	0.501216	0.000001	100000.000000
14	0.499845	0.000001	100000.000000
15	0.500568	0.000001	100000.000000
16	0.500445	0.000001	100000.000000
17	0.502129	0.000001	100000.000000
18	0.500339	0.000001	100000.000000
19	0.500843	0.000001	100000.000000
20	0.500610	0.000001	100000.000000
21	0.501643	0.000001	100000.000000
22	0.500684	0.000001	100000.000000
23	0.500550	0.000001	100000.000000
24	0.500688	0.000001	100000.000000
25	0.501056	0.000001	100000.000000
26	0.501626	0.000001	100000.000000
27	0.501290	0.000001	100000.000000
28	0.500650	0.000001	100000.000000
29	0.501249	0.000001	100000.000000
30	0.500743	0.000001	100000.000000
31	0.501464	0.000001	100000.000000
32	0.500690	0.000001	100000.000000
33	0.501762	0.000001	100000.000000
34	0.501300	0.000001	100000.000000
35	0.500274	0.000001	100000.000000
36	0.502175	0.000001	100000.000000
37	0.501243	0.000001	100000.000000
38	0.502663	0.000001	100000.000000
39	0.499690	0.000001	100000.000000
40	0.501723	0.000001	100000.000000
41	0.501309	0.000001	100000.000000
42	0.500439	0.000001	100000.000000
43	0.501201	0.000001	100000.000000
44	0.500408	0.000001	100000.000000
45	0.499397	0.000001	100000.000000
46	0.500359	0.000001	100000.000000
47	0.501293	0.000001	100000.000000
48	0.499240	0.000001	100000.000000
49	0.500435	0.000001	100000.000000
