0	0.000000	0.000000	1000
1	1.000000	0.000000	1990
2	2.000000	0.000000	3992
3	3.000000	0.000000	5876
4	4.000000	0.000000	7447
5	4.999457	0.000977	9214
6	5.996877	0.005394	10567
7	0.024640	48.794781	11729
8	0.030372	63.683289	12775
9	0.039928	80.504745	13274
10	0.029166	99.578766	14023
11	0.034237	120.442650	14020
12	0.031000	143.435196	14226
13	0.032662	168.334946	13808
14	0.032282	195.277298	13444
15	0.042776	223.960892	12811
16	0.035458	255.062317	11986
17	0.040189	287.861145	11421
18	0.034550	322.950684	10217
19	0.038047	359.768372	9278
20	0.028980	399.008240	7902
