1.000000000000000000e+00 1.101099999999999923e+01 4.343200000000000216e+01 2.722149999999999892e+01
2.000000000000000000e+00 7.934999999999999609e+00 2.481200000000000117e+01 1.637349999999999994e+01
3.000000000000000000e+00 6.655000000000000249e+00 1.835200000000000031e+01 1.250350000000000072e+01
4.000000000000000000e+00 5.703999999999999737e+00 1.398499999999999943e+01 9.844500000000000028e+00
5.000000000000000000e+00 5.153999999999999915e+00 1.167900000000000027e+01 8.416499999999999204e+00
6.000000000000000000e+00 4.636999999999999567e+00 9.680999999999999162e+00 7.158999999999999808e+00
7.000000000000000000e+00 4.274000000000000021e+00 8.433999999999999275e+00 6.354000000000000092e+00
8.000000000000000000e+00 4.000000000000000000e+00 7.482999999999999652e+00 5.741500000000000270e+00
9.000000000000000000e+00 3.729000000000000092e+00 6.591999999999999638e+00 5.160499999999999865e+00
1.000000000000000000e+01 3.620999999999999996e+00 6.233999999999999986e+00 4.927500000000000213e+00
1.100000000000000000e+01 3.363999999999999879e+00 5.416999999999999815e+00 4.390500000000000291e+00
1.200000000000000000e+01 3.267999999999999794e+00 5.166000000000000369e+00 4.216999999999999638e+00
1.300000000000000000e+01 3.148000000000000131e+00 4.777999999999999581e+00 3.963000000000000078e+00
1.400000000000000000e+01 3.064999999999999947e+00 4.564000000000000057e+00 3.814499999999999780e+00
1.500000000000000000e+01 2.939999999999999947e+00 4.235000000000000320e+00 3.587499999999999911e+00
1.600000000000000000e+01 2.876999999999999780e+00 4.065999999999999837e+00 3.471499999999999808e+00
1.700000000000000000e+01 2.859999999999999876e+00 4.057000000000000384e+00 3.458499999999999908e+00
1.800000000000000000e+01 2.763999999999999790e+00 3.774999999999999911e+00 3.269499999999999851e+00
1.900000000000000000e+01 2.712000000000000188e+00 3.662999999999999812e+00 3.187500000000000000e+00
2.000000000000000000e+01 2.599000000000000199e+00 3.354000000000000092e+00 2.976500000000000146e+00
2.100000000000000000e+01 2.555000000000000160e+00 3.269000000000000128e+00 2.911999999999999922e+00
2.200000000000000000e+01 2.511000000000000121e+00 3.126999999999999780e+00 2.818999999999999950e+00
2.300000000000000000e+01 2.483000000000000096e+00 3.068999999999999950e+00 2.775999999999999801e+00
2.400000000000000000e+01 2.444999999999999840e+00 3.012000000000000011e+00 2.728499999999999925e+00
2.500000000000000000e+01 2.407000000000000028e+00 2.911000000000000032e+00 2.658999999999999808e+00
2.600000000000000000e+01 2.395000000000000018e+00 2.883999999999999897e+00 2.639499999999999957e+00
2.700000000000000000e+01 2.351999999999999869e+00 2.769000000000000128e+00 2.560500000000000220e+00
2.800000000000000000e+01 2.342000000000000082e+00 2.754999999999999893e+00 2.548500000000000210e+00
2.900000000000000000e+01 2.314999999999999947e+00 2.681999999999999940e+00 2.498499999999999943e+00
3.000000000000000000e+01 2.309000000000000163e+00 2.682999999999999829e+00 2.495999999999999996e+00
3.100000000000000000e+01 2.291999999999999815e+00 2.641000000000000014e+00 2.466499999999999915e+00
3.200000000000000000e+01 2.237000000000000099e+00 2.504999999999999893e+00 2.370999999999999996e+00
3.300000000000000000e+01 2.240000000000000213e+00 2.512000000000000011e+00 2.375999999999999890e+00
3.400000000000000000e+01 2.216000000000000192e+00 2.467000000000000082e+00 2.341499999999999915e+00
3.500000000000000000e+01 2.212000000000000188e+00 2.451000000000000068e+00 2.331500000000000128e+00
3.600000000000000000e+01 2.188000000000000167e+00 2.403999999999999915e+00 2.295999999999999819e+00
3.700000000000000000e+01 2.161000000000000032e+00 2.346999999999999975e+00 2.254000000000000004e+00
3.800000000000000000e+01 2.162999999999999812e+00 2.351999999999999869e+00 2.257499999999999840e+00
3.900000000000000000e+01 2.156000000000000139e+00 2.325000000000000178e+00 2.240499999999999936e+00
4.000000000000000000e+01 2.148000000000000131e+00 2.307999999999999829e+00 2.228000000000000203e+00
4.100000000000000000e+01 2.137999999999999901e+00 2.295999999999999819e+00 2.217000000000000082e+00
4.200000000000000000e+01 2.120000000000000107e+00 2.248000000000000220e+00 2.184000000000000163e+00
4.300000000000000000e+01 2.124000000000000110e+00 2.257000000000000117e+00 2.190500000000000114e+00
4.400000000000000000e+01 2.104999999999999982e+00 2.216000000000000192e+00 2.160499999999999865e+00
4.500000000000000000e+01 2.111000000000000210e+00 2.230999999999999872e+00 2.170999999999999819e+00
4.600000000000000000e+01 2.092000000000000082e+00 2.196000000000000174e+00 2.144000000000000128e+00
4.700000000000000000e+01 2.107000000000000206e+00 2.225000000000000089e+00 2.165999999999999925e+00
4.800000000000000000e+01 2.083000000000000185e+00 2.173999999999999932e+00 2.128499999999999837e+00
4.900000000000000000e+01 2.072000000000000064e+00 2.148000000000000131e+00 2.109999999999999876e+00
5.000000000000000000e+01 2.064000000000000057e+00 2.130999999999999783e+00 2.097500000000000142e+00
5.100000000000000000e+01 2.063000000000000167e+00 2.129999999999999893e+00 2.096499999999999808e+00
5.200000000000000000e+01 2.069999999999999840e+00 2.148000000000000131e+00 2.108999999999999986e+00
5.300000000000000000e+01 2.067000000000000171e+00 2.140000000000000124e+00 2.103499999999999925e+00
5.400000000000000000e+01 2.056999999999999940e+00 2.116000000000000103e+00 2.086500000000000021e+00
5.500000000000000000e+01 2.052000000000000046e+00 2.109999999999999876e+00 2.080999999999999961e+00
5.600000000000000000e+01 2.053999999999999826e+00 2.115000000000000213e+00 2.084499999999999797e+00
5.700000000000000000e+01 2.052000000000000046e+00 2.107000000000000206e+00 2.079499999999999904e+00
5.800000000000000000e+01 2.052999999999999936e+00 2.109999999999999876e+00 2.081500000000000128e+00
5.900000000000000000e+01 2.035000000000000142e+00 2.071000000000000174e+00 2.052999999999999936e+00
6.000000000000000000e+01 2.028000000000000025e+00 2.059000000000000163e+00 2.043499999999999872e+00
6.100000000000000000e+01 2.039000000000000146e+00 2.080000000000000071e+00 2.059499999999999886e+00
6.200000000000000000e+01 2.036999999999999922e+00 2.075000000000000178e+00 2.056000000000000050e+00
6.300000000000000000e+01 2.036999999999999922e+00 2.076999999999999957e+00 2.056999999999999940e+00
6.400000000000000000e+01 2.028000000000000025e+00 2.056000000000000050e+00 2.041999999999999815e+00
6.500000000000000000e+01 2.027000000000000135e+00 2.056999999999999940e+00 2.041999999999999815e+00
6.600000000000000000e+01 2.028000000000000025e+00 2.059000000000000163e+00 2.043499999999999872e+00
6.700000000000000000e+01 2.023000000000000131e+00 2.047000000000000153e+00 2.035000000000000142e+00
6.800000000000000000e+01 2.016999999999999904e+00 2.036000000000000032e+00 2.026499999999999968e+00
6.900000000000000000e+01 2.017999999999999794e+00 2.036999999999999922e+00 2.027499999999999858e+00
7.000000000000000000e+01 2.023000000000000131e+00 2.047000000000000153e+00 2.035000000000000142e+00
7.100000000000000000e+01 2.025999999999999801e+00 2.056000000000000050e+00 2.040999999999999925e+00
7.200000000000000000e+01 2.016000000000000014e+00 2.032999999999999918e+00 2.024500000000000188e+00
7.300000000000000000e+01 2.015000000000000124e+00 2.031000000000000139e+00 2.023000000000000131e+00
7.400000000000000000e+01 2.011000000000000121e+00 2.021999999999999797e+00 2.016500000000000181e+00
7.500000000000000000e+01 2.023000000000000131e+00 2.045999999999999819e+00 2.034499999999999975e+00
7.600000000000000000e+01 2.017999999999999794e+00 2.040000000000000036e+00 2.028999999999999915e+00
7.700000000000000000e+01 2.008000000000000007e+00 2.016000000000000014e+00 2.012000000000000011e+00
7.800000000000000000e+01 2.008000000000000007e+00 2.016000000000000014e+00 2.012000000000000011e+00
7.900000000000000000e+01 2.008999999999999897e+00 2.019000000000000128e+00 2.013999999999999790e+00
8.000000000000000000e+01 2.004999999999999893e+00 2.009999999999999787e+00 2.007499999999999840e+00
8.100000000000000000e+01 2.009999999999999787e+00 2.023000000000000131e+00 2.016500000000000181e+00
8.200000000000000000e+01 2.008000000000000007e+00 2.016000000000000014e+00 2.012000000000000011e+00
8.300000000000000000e+01 2.007000000000000117e+00 2.013999999999999790e+00 2.010499999999999954e+00
8.400000000000000000e+01 2.008000000000000007e+00 2.016000000000000014e+00 2.012000000000000011e+00
