1.000000000000000000e+00 1.055055000000000076e+00 9.143000000000001126e-01 1.153319999999999901e+00 9.143000000000001126e-01 1.025239999999999929e+00
1.000000000000000000e+01 1.018105000000000038e+00 1.216900000000000065e-01 2.707300000000000262e-01 1.216900000000000065e-01 1.864449999999999996e-01
2.000000000000000000e+01 1.012994999999999868e+00 5.022999999999999687e-02 1.667800000000000116e-01 5.022999999999999687e-02 9.703499999999999626e-02
3.000000000000000000e+01 1.011544999999999916e+00 3.254999999999999560e-02 1.299499999999999822e-01 3.254999999999999560e-02 7.445000000000000229e-02
4.000000000000000000e+01 1.010739999999999972e+00 2.579000000000000042e-02 1.080599999999999894e-01 2.579000000000000042e-02 6.684999999999999276e-02
5.000000000000000000e+01 1.010319999999999885e+00 2.201999999999999791e-02 9.034999999999999976e-02 2.201999999999999791e-02 6.496000000000000385e-02
6.000000000000000000e+01 1.010140000000000038e+00 2.065999999999999781e-02 7.380000000000000449e-02 2.065999999999999781e-02 6.590000000000000024e-02
7.000000000000000000e+01 1.010114999999999874e+00 2.040000000000000147e-02 6.038999999999999924e-02 2.040000000000000147e-02 7.098499999999999255e-02
8.000000000000000000e+01 1.010024999999999951e+00 2.008000000000000063e-02 4.679999999999999438e-02 2.008000000000000063e-02 7.640500000000000069e-02
8.400000000000000000e+01 1.010040000000000049e+00 2.013999999999999818e-02 4.000000000000000083e-02 2.013999999999999818e-02 7.870499999999999718e-02
